label,model_idx,fape,lddt,rmsd,kabsch,prmsd,plddt,plddt_pde
EPH_relaxed_0001_pdb2pqr_Repair_16_r2_0001_complex,46,2.6711204051971436,0.8851075768470764,2.464933156967163,2.0602097511291504,3.799119234085083,0.6731249690055847,0.6723431348800659
EPH_relaxed_0001_pdb2pqr_Repair_16_r2_0001_complex,47,2.741029977798462,0.8807728290557861,1.833299160003662,0.6666586399078369,3.809746026992798,0.6837499737739563,0.6372252702713013
EPH_relaxed_0001_pdb2pqr_Repair_16_r2_0001_complex,48,3.300220012664795,0.8360673189163208,3.038320779800415,1.9594401121139526,3.897329330444336,0.6624999642372131,0.6186803579330444
EPH_relaxed_0001_pdb2pqr_Repair_16_r2_0001_complex,49,2.540747880935669,0.8913866281509399,1.2108246088027954,0.8676593899726868,3.8997695446014404,0.6187499761581421,0.7235314846038818
EPH_relaxed_0001_pdb2pqr_Repair_16_r2_0001_complex,50,2.438857316970825,0.9072124361991882,1.343897819519043,0.8826603889465332,3.9545810222625732,0.6825000047683716,0.680541455745697
EPH_relaxed_0001_pdb2pqr_Repair_16_r2_0001_complex,51,2.7231128215789795,0.8784066438674927,1.8640937805175781,1.4729887247085571,4.036482810974121,0.5774999856948853,0.6237977743148804
EPH_relaxed_0001_pdb2pqr_Repair_16_r2_0001_complex,52,2.8963804244995117,0.8660129308700562,2.278169631958008,1.9345163106918335,4.070716381072998,0.5956249833106995,0.6476218104362488
EPH_relaxed_0001_pdb2pqr_Repair_16_r2_0001_complex,53,2.651566982269287,0.8843367099761963,1.3872015476226807,0.7065984606742859,4.074190616607666,0.6168749332427979,0.7042747139930725
EPH_relaxed_0001_pdb2pqr_Repair_16_r2_0001_complex,54,2.30293345451355,0.9132453203201294,1.240689754486084,0.896121084690094,4.132296085357666,0.6281249523162842,0.6405457258224487
EPH_relaxed_0001_pdb2pqr_Repair_16_r2_0001_complex,55,2.7202320098876953,0.889967143535614,1.3477799892425537,1.1601123809814453,4.211495399475098,0.5862499475479126,0.6872352361679077
EPH_relaxed_0001_pdb2pqr_Repair_16_r2_0001_complex,56,2.8792953491210938,0.8655261397361755,1.666024088859558,0.8227354884147644,4.378578186035156,0.6031249761581421,0.6986174583435059
EPH_relaxed_0001_pdb2pqr_Repair_16_r2_0001_complex,57,2.743389844894409,0.8798972964286804,2.098489999771118,1.143870234489441,4.412848949432373,0.6024999618530273,0.6866012811660767
EPH_relaxed_0001_pdb2pqr_Repair_16_r2_0001_complex,58,2.6538803577423096,0.8883813619613647,1.5079896450042725,0.7809904217720032,4.455166816711426,0.5506249666213989,0.6693787574768066
EPH_relaxed_0001_pdb2pqr_Repair_16_r2_0001_complex,59,3.2096831798553467,0.8090943694114685,8.665881156921387,0.8848196864128113,4.5703911781311035,0.5606249570846558,0.6351866722106934
EPH_relaxed_0001_pdb2pqr_Repair_16_r2_0001_complex,60,2.975903272628784,0.8674415946006775,2.0094454288482666,1.1337294578552246,4.925920009613037,0.7099999785423279,0.572644054889679
EPH_relaxed_0001_pdb2pqr_Repair_16_r2_0001_complex,61,2.283635377883911,0.9067407846450806,2.186147928237915,0.9282309412956238,5.043039321899414,0.5824999809265137,0.6439827680587769
EPH_relaxed_0001_pdb2pqr_Repair_16_r2_0001_complex,62,2.9224026203155518,0.8574531078338623,2.858691453933716,2.2275054454803467,5.201940536499023,0.53187495470047,0.5959835648536682
EPH_relaxed_0001_pdb2pqr_Repair_16_r2_0001_complex,63,3.2887375354766846,0.795781672000885,8.700117111206055,1.3046510219573975,5.2079877853393555,0.5575000047683716,0.6891491413116455
